fecha_pedido,fecha_envio,modo_envio,nombre_cliente,segmento_cliente,ciudad,estado,region,departamento_producto,tipo_producto,precio_base,precio_unit_sin_desc,descuento,precio_unit_venta,cantidad_pedido,total_venta,total_ganancia
2021-08-21,2021-08-24,Envío rápido,Diogo Correia,B2B,Guarulhos,São Paulo,Sureste,Electrónicos,Cámaras digitales,21.74,25.12,0.0,25.12,2,50.24,6.760000000000005
2022-10-22,2022-10-23,Envío rápido,Manuela Duarte,B2B,Goiânia,Goiás,Centro-Oeste,Productos de Limpieza,Bolsas de basura,14.55,19.59,0.1,17.63,1,17.63,3.0799999999999983
2022-10-22,2022-10-23,Envío rápido,Manuela Duarte,B2B,Goiânia,Goiás,Centro-Oeste,Ropa,Jeans,772.74,903.8,0.1,813.42,2,1626.84,81.3599999999999
2022-10-22,2022-10-23,Envío rápido,Manuela Duarte,B2B,Goiânia,Goiás,Centro-Oeste,Electrónicos,Smartphones,42.55,53.64,0.1,48.28,2,96.56,11.460000000000008
2022-10-22,2022-10-25,Envío rápido,Clara Pinto,B2B,Caucaia,Ceará,Noreste,Productos de Limpieza,Papel higiénico,384.44,386.38,0.0,386.38,8,3091.04,15.519999999999982
2021-05-18,2021-05-22,Entrega estándar,Arthur Vieira,B2B,Teófilo Otoni,Minas Gerais,Sureste,Electrónicos,Lámparas LED,6.86,7.72,0.35,5.02,2,10.04,-3.6800000000000015
2021-05-18,2021-05-22,Entrega estándar,Arthur Vieira,B2B,Teófilo Otoni,Minas Gerais,Sureste,Electrónicos,Lámparas LED,21.43,23.55,0.35,15.31,6,91.86,-36.719999999999985
2020-02-04,2020-02-05,Envío rápido,Bárbara Araújo,B2B,Rio de Janeiro,Rio de Janeiro,Sureste,Ropa,Vestidos,98.92,116.38,0.0,116.38,4,465.52,69.83999999999997
2022-12-19,2022-12-24,Entrega estándar,Henrique Barbosa,B2C,São José do Rio Preto,São Paulo,Sureste,Ropa,Vestidos,24.98,32.23,0.0,32.23,2,64.46,14.499999999999993
2021-11-16,2021-11-23,Entrega estándar,João Lucas Rocha,B2B,Rio de Janeiro,Rio de Janeiro,Sureste,Electrónicos,Smartphones,89.55,112.64,0.0,112.64,3,337.92,69.27000000000004
2022-07-04,2022-07-07,Económico,Juliana Souza,B2B,Belo Horizonte,Minas Gerais,Sureste,Productos de Limpieza,Bolsas de basura,110.59,147.82,0.1,133.04,7,931.28,157.14999999999998
2022-07-04,2022-07-07,Económico,Juliana Souza,B2B,Belo Horizonte,Minas Gerais,Sureste,Productos de Limpieza,Detergente para ropas,648.55,845.94,0.2,676.75,3,2030.25,84.60000000000014
2019-01-16,2019-01-18,Envío rápido,Maria Sophia Costela,B2C,Santarém,Pará,Norte,Electrónicos,Smartphones,79.53,101.97,0.0,101.97,5,509.85,112.20000000000005
2022-05-01,2022-05-06,Entrega estándar,Maria Cecília Martins,B2B,Lauro de Freitas,Bahia,Noreste,Productos de Limpieza,Toallitas desinfectantes,6.42,8.71,0.1,7.84,2,15.68,2.84
2022-05-01,2022-05-06,Entrega estándar,Maria Cecília Martins,B2B,Lauro de Freitas,Bahia,Noreste,Productos de Limpieza,Limpiador de inodoros,14.85,19.56,0.1,17.6,3,52.800000000000004,8.250000000000007
2022-05-01,2022-05-06,Entrega estándar,Maria Cecília Martins,B2B,Lauro de Freitas,Bahia,Noreste,Productos de Limpieza,Toallitas desinfectantes,11.35,15.06,0.1,13.55,3,40.650000000000006,6.6000000000000085
2020-11-09,2020-11-15,Entrega estándar,Bárbara Moraes,B2C,Serra,Espírito Santo,Sureste,Productos de Limpieza,Limpiador de inodoros,6.77,7.92,0.0,7.92,5,39.6,5.750000000000007
2020-10-31,2020-11-02,Económico,Joaquim Nascimento,B2B,Guarulhos,São Paulo,Sureste,Electrónicos,Cámaras digitales,446.1,509.83,0.0,509.83,2,1019.66,127.45999999999992
2022-08-18,2022-08-20,Envío rápido,Lavínia Pereira,B2B,Barra Mansa,Rio de Janeiro,Sureste,Electrónicos,Lámparas LED,506.42,676.92,0.1,609.23,5,3046.15,514.0500000000002
2022-08-18,2022-08-20,Envío rápido,Lavínia Pereira,B2B,Barra Mansa,Rio de Janeiro,Sureste,Ropa,Jeans,703.36,827.75,0.05,786.36,2,1572.72,166.0
2021-07-09,2021-07-11,Económico,Ana Sophia Peixoto,B2B,Teresina,Piauí,Noreste,Electrónicos,Cámaras digitales,305.87,362.51,0.1,326.26,9,2936.34,183.51000000000022
2021-07-09,2021-07-11,Económico,Ana Sophia Peixoto,B2B,Teresina,Piauí,Noreste,Productos de Limpieza,Limpiador de inodoros,51.94,59.96,0.1,53.96,3,161.88,6.060000000000002
2022-12-06,2022-12-08,Económico,Carlos Eduardo da Paz,B2C,Recife,Pernambuco,Noreste,Productos de Limpieza,Bolsas de basura,81.63,105.33,0.0,105.33,3,315.99,71.10000000000002
2022-03-10,2022-03-14,Entrega estándar,Pietro Castro,B2B,Salvador,Bahia,Noreste,Electrónicos,Smartphones,280.47,339.96,0.0,339.96,2,679.92,118.9799999999999
2021-06-10,2021-06-16,Entrega estándar,João Lucas Campos,B2C,Rio de Janeiro,Rio de Janeiro,Sureste,Electrónicos,Cámaras digitales,189.83,223.49,0.1,201.14,3,603.42,33.92999999999995
2022-11-29,2022-12-02,Envío rápido,Beatriz Freitas,B2C,Contagem,Minas Gerais,Sureste,Productos de Limpieza,Bolsas de basura,124.5,167.67,0.1,150.9,2,301.8,52.80000000000001
2022-03-17,2022-03-19,Económico,Renan Campos,B2B,Fortaleza,Ceará,Noreste,Productos de Limpieza,Bolsas de basura,16.74,22.03,0.0,22.03,1,22.03,5.290000000000003
2022-03-17,2022-03-19,Económico,Renan Campos,B2B,Fortaleza,Ceará,Noreste,Productos de Limpieza,Papel higiénico,154.97,158.13,0.0,158.13,1,158.13,3.1599999999999966
2022-03-17,2022-03-19,Económico,Renan Campos,B2B,Fortaleza,Ceará,Noreste,Electrónicos,Cámaras digitales,719.93,831.08,0.1,747.97,3,2243.91,84.11999999999989
2021-11-28,2021-11-30,Económico,Theo Martins,B2C,Maracanaú,Ceará,Noreste,Electrónicos,Cámaras digitales,884.31,1027.52,0.1,924.77,1,924.77,40.460000000000036
2022-08-07,2022-08-11,Económico,Giovanna Pereira,B2C,Mauá,São Paulo,Sureste,Ropa,Camisetas,151.96,165.17,0.0,165.17,3,495.51,39.629999999999995
2022-08-07,2022-08-11,Económico,Giovanna Pereira,B2C,Mauá,São Paulo,Sureste,Ropa,Vestidos,7.96,10.47,0.0,10.47,5,52.35,12.550000000000004
2022-11-28,2022-12-04,Entrega estándar,Pietro Castro,B2B,Salvador,Bahia,Noreste,Productos de Limpieza,Bolsas de basura,127.21,166.29,0.0,166.29,5,831.4499999999999,195.39999999999998
2022-11-28,2022-12-04,Entrega estándar,Pietro Castro,B2B,Salvador,Bahia,Noreste,Electrónicos,Smartphones,57.91,70.62,0.0,70.62,8,564.96,101.68000000000006
2020-05-26,2020-05-28,Económico,Maria Fernanda Almeida,B2B,Salvador,Bahia,Noreste,Ropa,Vestidos,13.94,16.69,0.0,16.69,3,50.07000000000001,8.250000000000007
2022-08-30,2022-09-02,Envío rápido,Kamilly Correia,B2B,Praia Grande,São Paulo,Sureste,Productos de Limpieza,Toallitas desinfectantes,32.71,44.73,0.1,40.26,4,161.04,30.19999999999999
2022-08-30,2022-09-02,Envío rápido,Kamilly Correia,B2B,Praia Grande,São Paulo,Sureste,Productos de Limpieza,Papel higiénico,44.61,51.83,0.1,46.65,2,93.3,4.079999999999998
2022-08-30,2022-09-02,Envío rápido,Kamilly Correia,B2B,Praia Grande,São Paulo,Sureste,Electrónicos,Lámparas LED,2.2,2.03,0.4,1.22,9,10.98,-8.82
2021-06-21,2021-06-27,Entrega estándar,Mariane da Conceição,B2B,Indaiatuba,São Paulo,Sureste,Electrónicos,Smartphones,70.36,90.63,0.1,81.57,4,326.28,44.839999999999975
2021-06-21,2021-06-27,Entrega estándar,Mariane da Conceição,B2B,Indaiatuba,São Paulo,Sureste,Productos de Limpieza,Bolsas de basura,14.54,19.58,0.1,17.62,2,35.24,6.160000000000004
2022-09-03,2022-09-07,Entrega estándar,Leonardo Pires,B2B,São Paulo,São Paulo,Sureste,Productos de Limpieza,Limpiador de inodoros,33.77,39.27,0.0,39.27,2,78.54,11.0
2022-09-03,2022-09-07,Entrega estándar,Leonardo Pires,B2B,São Paulo,São Paulo,Sureste,Ropa,Vestidos,16.68,19.62,0.0,19.62,2,39.24,5.880000000000003
2022-09-03,2022-09-07,Entrega estándar,Leonardo Pires,B2B,São Paulo,São Paulo,Sureste,Ropa,Zapatillas,1024.05,1081.74,0.2,865.39,1,865.39,-158.65999999999997
2022-09-03,2022-09-07,Entrega estándar,Leonardo Pires,B2B,São Paulo,São Paulo,Sureste,Productos de Limpieza,Ambientador en spray,37.73,44.13,0.0,44.13,1,44.13,6.400000000000006
2022-09-03,2022-09-07,Entrega estándar,Leonardo Pires,B2B,São Paulo,São Paulo,Sureste,Electrónicos,Lámparas LED,9.34,12.48,0.1,11.23,8,89.84,15.120000000000005
2022-09-03,2022-09-07,Entrega estándar,Leonardo Pires,B2B,São Paulo,São Paulo,Sureste,Electrónicos,Cámaras digitales,191.83,224.37,0.0,224.37,3,673.11,97.62
2022-09-03,2022-09-07,Entrega estándar,Leonardo Pires,B2B,São Paulo,São Paulo,Sureste,Productos de Limpieza,Toallitas desinfectantes,8.14,10.71,0.0,10.71,6,64.26,15.420000000000002
2022-09-03,2022-09-07,Entrega estándar,Leonardo Pires,B2B,São Paulo,São Paulo,Sureste,Ropa,Jeans,799.37,917.94,0.05,872.04,5,4360.2,363.3499999999999
2022-09-03,2022-09-07,Entrega estándar,Leonardo Pires,B2B,São Paulo,São Paulo,Sureste,Productos de Limpieza,Limpiador de inodoros,4.32,5.58,0.0,5.58,3,16.740000000000002,3.780000000000001
2022-09-03,2022-09-07,Entrega estándar,Leonardo Pires,B2B,São Paulo,São Paulo,Sureste,Electrónicos,Smartphones,372.23,404.6,0.0,404.6,2,809.2,64.74000000000001
2022-09-03,2022-09-07,Entrega estándar,Leonardo Pires,B2B,São Paulo,São Paulo,Sureste,Electrónicos,Smartphones,167.52,190.37,0.0,190.37,3,571.11,68.54999999999995
2022-09-03,2022-09-07,Entrega estándar,Leonardo Pires,B2B,São Paulo,São Paulo,Sureste,Productos de Limpieza,Bolsas de basura,11.28,14.55,0.0,14.55,4,58.2,13.080000000000005
2022-09-11,2022-09-16,Económico,Alexia Farias,B2C,Goiânia,Goiás,Centro-Oeste,Electrónicos,Lámparas LED,13.95,18.36,0.0,18.36,3,55.08,13.230000000000004
2022-09-11,2022-09-16,Económico,Alexia Farias,B2C,Goiânia,Goiás,Centro-Oeste,Productos de Limpieza,Ambientador en spray,30.24,38.52,0.0,38.52,3,115.56,24.840000000000003
2022-09-11,2022-09-16,Económico,Alexia Farias,B2C,Goiânia,Goiás,Centro-Oeste,Electrónicos,Smartphones,183.69,201.86,0.0,201.86,5,1009.3000000000001,90.85000000000002
2022-09-11,2022-09-16,Económico,Alexia Farias,B2C,Goiânia,Goiás,Centro-Oeste,Electrónicos,Smartphones,62.0,63.92,0.0,63.92,6,383.52,11.519999999999982
2022-09-11,2022-09-16,Económico,Alexia Farias,B2C,Goiânia,Goiás,Centro-Oeste,Electrónicos,Lámparas LED,11.81,15.54,0.0,15.54,3,46.62,11.189999999999998
2022-09-11,2022-09-16,Económico,Alexia Farias,B2C,Goiânia,Goiás,Centro-Oeste,Productos de Limpieza,Bolsas de basura,12.95,16.93,0.0,16.93,5,84.65,19.900000000000006
2022-09-11,2022-09-16,Económico,Alexia Farias,B2C,Goiânia,Goiás,Centro-Oeste,Productos de Limpieza,Papel higiénico,314.73,324.46,0.0,324.46,3,973.3799999999999,29.189999999999827
2022-09-11,2022-09-16,Económico,Alexia Farias,B2C,Goiânia,Goiás,Centro-Oeste,Productos de Limpieza,Ambientador en spray,34.94,41.1,0.0,41.1,2,82.2,12.320000000000007
2022-12-22,2022-12-29,Entrega estándar,Rafaela Barbosa,B2C,Paulista,Pernambuco,Noreste,Electrónicos,Cámaras digitales,274.83,319.57,0.0,319.57,3,958.71,134.22000000000003
2022-12-22,2022-12-29,Entrega estándar,Rafaela Barbosa,B2C,Paulista,Pernambuco,Noreste,Productos de Limpieza,Detergente para platos,40.41,47.26,0.0,47.26,5,236.29999999999998,34.25
2022-12-22,2022-12-29,Entrega estándar,Rafaela Barbosa,B2C,Paulista,Pernambuco,Noreste,Productos de Limpieza,Bolsas de basura,143.36,188.63,0.0,188.63,3,565.89,135.80999999999995
2022-09-24,2022-09-30,Entrega estándar,Pedro Miguel Melo,B2C,Carapicuíba,São Paulo,Sureste,Electrónicos,Smartphones,204.74,248.16,0.0,248.16,4,992.64,173.67999999999995
2022-05-07,2022-05-12,Entrega estándar,Gabriela Cunha,B2B,Manaus,Amazonas,Norte,Productos de Limpieza,Limpiador de inodoros,6.9,8.07,0.1,7.26,3,21.78,1.0799999999999983
2022-05-07,2022-05-12,Entrega estándar,Gabriela Cunha,B2B,Manaus,Amazonas,Norte,Electrónicos,Smartphones,179.92,220.59,0.1,198.53,7,1389.71,130.2700000000002
2019-12-15,2019-12-20,Entrega estándar,Guilherme Teixeira,B2C,Manaus,Amazonas,Norte,Electrónicos,Lámparas LED,8.02,7.23,0.4,4.34,4,17.36,-14.719999999999999
2019-12-15,2019-12-20,Entrega estándar,Guilherme Teixeira,B2C,Manaus,Amazonas,Norte,Productos de Limpieza,Cepillos de baño,4.52,5.47,0.1,4.92,2,9.84,0.8000000000000007
2019-12-15,2019-12-20,Entrega estándar,Guilherme Teixeira,B2C,Manaus,Amazonas,Norte,Electrónicos,Smartphones,40.92,44.09,0.1,39.68,3,119.03999999999999,-3.720000000000013
2019-10-19,2019-10-21,Económico,Melissa Mendes,B2B,Guarapuava,Paraná,Sur,Productos de Limpieza,Papel higiénico,306.51,312.77,0.0,312.77,3,938.31,18.779999999999973
2019-10-19,2019-10-21,Económico,Melissa Mendes,B2B,Guarapuava,Paraná,Sur,Electrónicos,Cámaras digitales,825.25,948.57,0.0,948.57,5,4742.85,616.6000000000004
2019-10-19,2019-10-21,Económico,Melissa Mendes,B2B,Guarapuava,Paraná,Sur,Ropa,Jeans,289.22,309.33,0.0,309.33,6,1855.98,120.65999999999985
2020-05-09,2020-05-13,Entrega estándar,Luiz Otávio Carvalho,B2C,Juiz de Fora,Minas Gerais,Sureste,Productos de Limpieza,Limpiador de inodoros,8.42,9.91,0.1,8.92,2,17.84,1.0
2021-04-15,2021-04-15,24 horas,Pietro Rocha,B2C,Ponta Grossa,Paraná,Sur,Ropa,Jeans,748.87,881.67,0.1,793.5,4,3174.0,178.51999999999998
2021-04-15,2021-04-15,24 horas,Pietro Rocha,B2C,Ponta Grossa,Paraná,Sur,Productos de Limpieza,Papel higiénico,34.7,40.59,0.1,36.53,4,146.12,7.319999999999993
2020-12-15,2020-12-17,Económico,Maysa Cunha,B2B,Curitiba,Paraná,Sur,Electrónicos,Lámparas LED,4.85,6.39,0.0,6.39,2,12.78,3.08
2019-12-04,2019-12-10,Entrega estándar,Eduarda Azevedo,B2C,Blumenau,Santa Catarina,Sur,Electrónicos,Cámaras digitales,350.85,407.96,0.0,407.96,4,1631.84,228.43999999999983
2019-11-26,2019-11-28,Económico,Heitor Duarte,B2B,Embu das Artes,São Paulo,Sureste,Productos de Limpieza,Ambientador en spray,155.46,181.83,0.0,181.83,6,1090.98,158.22000000000003
2019-11-26,2019-11-28,Económico,Heitor Duarte,B2B,Embu das Artes,São Paulo,Sureste,Ropa,Vestidos,21.11,27.06,0.0,27.06,3,81.17999999999999,17.849999999999994
2019-11-26,2019-11-28,Económico,Heitor Duarte,B2B,Embu das Artes,São Paulo,Sureste,Productos de Limpieza,Bolsas de basura,17.52,22.74,0.0,22.74,4,90.96,20.879999999999995
2021-07-26,2021-07-28,Envío rápido,Joana Castro,B2C,Curitiba,Paraná,Sur,Electrónicos,Laptops,1142.38,1529.98,0.2,1223.98,4,4895.92,326.39999999999964
2020-11-10,2020-11-14,Entrega estándar,Arthur Pereira,B2C,Goiânia,Goiás,Centro-Oeste,Electrónicos,Lámparas LED,15.03,19.52,0.0,19.52,3,58.56,13.470000000000006
2020-11-10,2020-11-14,Entrega estándar,Arthur Pereira,B2C,Goiânia,Goiás,Centro-Oeste,Ropa,Zapatillas,445.31,497.56,0.0,497.56,7,3482.92,365.75
2020-11-10,2020-11-14,Entrega estándar,Arthur Pereira,B2C,Goiânia,Goiás,Centro-Oeste,Productos de Limpieza,Limpiacristales,22.73,29.72,0.0,29.72,3,89.16,20.97
2020-11-10,2020-11-14,Entrega estándar,Arthur Pereira,B2C,Goiânia,Goiás,Centro-Oeste,Productos de Limpieza,Bolsas de basura,14.84,19.65,0.0,19.65,3,58.949999999999996,14.43
2022-02-25,2022-03-01,Entrega estándar,Joana Castro,B2C,Brasília,Distrito Federal,Centro-Oeste,Electrónicos,Lámparas LED,5.83,6.48,0.35,4.21,4,16.84,-6.48
2022-06-26,2022-07-03,Entrega estándar,Gabriela Cunha,B2B,Goiânia,Goiás,Centro-Oeste,Productos de Limpieza,Toallitas desinfectantes,32.71,44.73,0.1,40.26,6,241.56,45.30000000000001
2022-06-26,2022-07-03,Entrega estándar,Gabriela Cunha,B2B,Goiânia,Goiás,Centro-Oeste,Productos de Limpieza,Limpiador de inodoros,8.46,10.1,0.1,9.09,2,18.18,1.259999999999998
2022-06-26,2022-07-03,Entrega estándar,Gabriela Cunha,B2B,Goiânia,Goiás,Centro-Oeste,Productos de Limpieza,Cepillos de baño,14.01,14.23,0.1,12.81,3,38.43,-3.6000000000000014
2022-12-03,2022-12-05,Económico,Bryan Ferreira,B2C,Belo Horizonte,Minas Gerais,Sureste,Productos de Limpieza,Ambientador en spray,460.79,333.9,0.4,200.34,5,1001.7,-1302.2500000000002
2022-12-03,2022-12-05,Económico,Bryan Ferreira,B2C,Belo Horizonte,Minas Gerais,Sureste,Ropa,Vestidos,9.02,10.63,0.3,7.44,4,29.76,-6.319999999999997
2019-02-07,2019-02-10,Envío rápido,Clara Pires,B2B,Camaçari,Bahia,Noreste,Productos de Limpieza,Toallitas desinfectantes,9.69,12.75,0.0,12.75,4,51.0,12.240000000000002
2019-02-07,2019-02-10,Envío rápido,Clara Pires,B2B,Camaçari,Bahia,Noreste,Electrónicos,Cámaras digitales,478.04,549.47,0.0,549.47,1,549.47,71.43
2019-02-07,2019-02-10,Envío rápido,Clara Pires,B2B,Camaçari,Bahia,Noreste,Electrónicos,Cámaras digitales,84.27,98.57,0.0,98.57,5,492.84999999999997,71.5
2022-04-12,2022-04-19,Entrega estándar,Brenda da Cruz,B2C,Joinville,Santa Catarina,Sur,Electrónicos,Smartphones,128.49,135.97,0.0,135.97,5,679.85,37.39999999999998
2022-04-12,2022-04-19,Entrega estándar,Brenda da Cruz,B2C,Joinville,Santa Catarina,Sur,Productos de Limpieza,Limpiador de inodoros,16.87,20.33,0.0,20.33,7,142.31,24.22
2022-12-26,2022-12-29,Económico,Sofia da Cunha,B2C,Nova Iguaçu,Rio de Janeiro,Sureste,Productos de Limpieza,Papel higiénico,103.3,108.73,0.0,108.73,3,326.19,16.29000000000002
2022-12-26,2022-12-29,Económico,Sofia da Cunha,B2C,Nova Iguaçu,Rio de Janeiro,Sureste,Ropa,Jeans,181.15,207.03,0.0,207.03,5,1035.15,129.4000000000001
2022-04-12,2022-04-19,Entrega estándar,Carlos Eduardo Santos,B2B,Bragança,Pará,Norte,Electrónicos,Lámparas LED,22.54,21.47,0.4,12.88,3,38.64,-28.980000000000004
2020-01-01,2020-01-05,Entrega estándar,Alice da Mota,B2B,Maceió,Alagoas,Noreste,Productos de Limpieza,Limpiador de inodoros,11.6,14.42,0.0,14.42,7,100.94,19.739999999999995
2020-01-01,2020-01-05,Entrega estándar,Alice da Mota,B2B,Maceió,Alagoas,Noreste,Electrónicos,Smartphones,19.16,23.09,0.0,23.09,7,161.63,27.50999999999999
2022-08-04,2022-08-05,Envío rápido,Juan Caldeira,B2C,Manaus,Amazonas,Norte,Ropa,Camisetas,342.9,366.74,0.15,311.73,2,623.46,-62.33999999999992
2019-11-16,2019-11-22,Entrega estándar,Miguel da Luz,B2C,Arapiraca,Alagoas,Noreste,Productos de Limpieza,Limpiador de inodoros,4.52,5.32,0.1,4.79,3,14.370000000000001,0.8100000000000023
2019-11-16,2019-11-22,Entrega estándar,Miguel da Luz,B2C,Arapiraca,Alagoas,Noreste,Productos de Limpieza,Ambientador en spray,541.43,629.11,0.1,566.2,2,1132.4,49.54000000000019
2019-11-16,2019-11-22,Entrega estándar,Miguel da Luz,B2C,Arapiraca,Alagoas,Noreste,Productos de Limpieza,Bolsas de basura,17.86,23.51,0.1,21.16,4,84.64,13.200000000000003
2020-12-12,2020-12-12,24 horas,Vitor da Paz,B2C,Belo Horizonte,Minas Gerais,Sureste,Electrónicos,Smartphones,241.38,302.2,0.1,271.98,2,543.96,61.200000000000045
2020-12-12,2020-12-12,24 horas,Vitor da Paz,B2C,Belo Horizonte,Minas Gerais,Sureste,Productos de Limpieza,Papel higiénico,49.9,58.36,0.1,52.52,3,157.56,7.860000000000014
2021-09-19,2021-09-24,Entrega estándar,Thales Sales,B2C,Vitória,Espírito Santo,Sureste,Ropa,Jeans,1050.13,1193.33,0.0,1193.33,1,1193.33,143.19999999999982
2021-09-19,2021-09-24,Entrega estándar,Thales Sales,B2C,Vitória,Espírito Santo,Sureste,Productos de Limpieza,Bolsas de basura,17.12,22.24,0.0,22.24,2,44.48,10.239999999999995
2021-09-19,2021-09-24,Entrega estándar,Thales Sales,B2C,Vitória,Espírito Santo,Sureste,Productos de Limpieza,Papel higiénico,715.34,765.07,0.0,765.07,4,3060.28,198.92000000000007
2020-03-20,2020-03-24,Entrega estándar,Noah Peixoto,B2C,São Caetano do Sur,São Paulo,Sureste,Electrónicos,Lámparas LED,24.46,33.18,0.1,29.86,2,59.72,10.799999999999997
2020-03-20,2020-03-24,Entrega estándar,Noah Peixoto,B2C,São Caetano do Sur,São Paulo,Sureste,Productos de Limpieza,Toallitas desinfectantes,19.02,24.86,0.0,24.86,2,49.72,11.68
2020-03-20,2020-03-24,Entrega estándar,Noah Peixoto,B2C,São Caetano do Sur,São Paulo,Sureste,Productos de Limpieza,Detergente para platos,24.67,28.36,0.0,28.36,4,113.44,14.759999999999991
2020-03-20,2020-03-24,Entrega estándar,Noah Peixoto,B2C,São Caetano do Sur,São Paulo,Sureste,Productos de Limpieza,Bolsas de basura,17.17,22.75,0.0,22.75,6,136.5,33.47999999999999
2021-09-20,2021-09-22,Envío rápido,Gabriel Rocha,B2B,Vila Velha,Espírito Santo,Sureste,Productos de Limpieza,Papel higiénico,515.78,606.8,0.0,606.8,9,5461.2,819.1800000000003
2021-09-20,2021-09-22,Envío rápido,Gabriel Rocha,B2B,Vila Velha,Espírito Santo,Sureste,Productos de Limpieza,Bolsas de basura,14.97,19.31,0.0,19.31,3,57.92999999999999,13.019999999999989
2021-09-20,2021-09-22,Envío rápido,Gabriel Rocha,B2B,Vila Velha,Espírito Santo,Sureste,Electrónicos,Lámparas LED,42.66,56.13,0.0,56.13,3,168.39000000000001,40.410000000000025
2021-09-20,2021-09-22,Envío rápido,Gabriel Rocha,B2B,Vila Velha,Espírito Santo,Sureste,Ropa,Jeans,637.67,741.47,0.0,741.47,4,2965.88,415.2000000000003
2022-08-21,2022-08-23,Económico,Igor Castro,B2C,Montes Claros,Minas Gerais,Sureste,Electrónicos,Lámparas LED,136.18,180.67,0.1,162.6,5,813.0,132.0999999999999
2020-03-14,2020-03-16,Envío rápido,Marcos Vinicius Nascimento,B2C,Fortaleza,Ceará,Noreste,Ropa,Camisetas,207.54,241.33,0.0,241.33,2,482.66,67.58000000000004
2021-09-09,2021-09-11,Económico,Renan Campos,B2B,Uberlândia,Minas Gerais,Sureste,Electrónicos,Lámparas LED,46.32,62.38,0.1,56.14,2,112.28,19.64
2021-09-09,2021-09-11,Económico,Renan Campos,B2B,Uberlândia,Minas Gerais,Sureste,Electrónicos,Lámparas LED,47.08,63.4,0.1,57.06,4,228.24,39.920000000000016
2020-11-27,2020-12-01,Entrega estándar,Olivia Carvalho,B2B,Guarapari,Espírito Santo,Sureste,Electrónicos,Lámparas LED,12.77,16.69,0.0,16.69,3,50.07000000000001,11.760000000000005
2020-11-27,2020-12-01,Entrega estándar,Olivia Carvalho,B2B,Guarapari,Espírito Santo,Sureste,Productos de Limpieza,Papel higiénico,62.77,71.33,0.0,71.33,5,356.65,42.799999999999955
2020-11-27,2020-12-01,Entrega estándar,Olivia Carvalho,B2B,Guarapari,Espírito Santo,Sureste,Electrónicos,Lámparas LED,38.92,51.88,0.0,51.88,4,207.52,51.84
2020-11-27,2020-12-01,Entrega estándar,Olivia Carvalho,B2B,Guarapari,Espírito Santo,Sureste,Productos de Limpieza,Bolsas de basura,9.49,12.41,0.0,12.41,3,37.230000000000004,8.760000000000005
2021-12-10,2021-12-14,Entrega estándar,Carolina Teixeira,B2B,Rio Branco,Acre,Norte,Productos de Limpieza,Bolsas de basura,13.17,17.73,0.1,15.96,2,31.92,5.580000000000002
2021-12-10,2021-12-14,Entrega estándar,Carolina Teixeira,B2B,Rio Branco,Acre,Norte,Productos de Limpieza,Limpiador de inodoros,30.33,35.24,0.1,31.72,1,31.72,1.3900000000000006
2022-09-26,2022-09-30,Entrega estándar,Pedro Henrique Dias,B2C,São José dos Campos,São Paulo,Sureste,Electrónicos,Lámparas LED,10.74,14.04,0.0,14.04,2,28.08,6.599999999999998
2022-09-26,2022-09-30,Entrega estándar,Pedro Henrique Dias,B2C,São José dos Campos,São Paulo,Sureste,Ropa,Jeans,276.9,305.97,0.0,305.97,3,917.9100000000001,87.21000000000015
2020-06-19,2020-06-24,Entrega estándar,Sofia Moura,B2B,Caruaru,Pernambuco,Noreste,Productos de Limpieza,Bolsas de basura,11.09,15.06,0.1,13.55,3,40.650000000000006,7.38000000000001
2020-06-19,2020-06-24,Entrega estándar,Sofia Moura,B2B,Caruaru,Pernambuco,Noreste,Electrónicos,Lámparas LED,3.01,3.38,0.35,2.2,7,15.400000000000002,-5.669999999999998
2020-06-19,2020-06-24,Entrega estándar,Sofia Moura,B2B,Caruaru,Pernambuco,Noreste,Electrónicos,Lámparas LED,20.76,23.94,0.35,15.56,2,31.12,-10.400000000000002
2020-06-19,2020-06-24,Entrega estándar,Sofia Moura,B2B,Caruaru,Pernambuco,Noreste,Ropa,Vestidos,44.2,56.93,0.1,51.24,5,256.2,35.19999999999999
2020-10-03,2020-10-09,Entrega estándar,Raquel Pires,B2B,Recife,Pernambuco,Noreste,Electrónicos,Lámparas LED,26.88,36.2,0.1,32.58,6,195.48,34.19999999999999
2022-11-19,2022-11-24,Entrega estándar,João Vitor Cunha,B2B,Jaboatão dos Guararapes,Pernambuco,Noreste,Productos de Limpieza,Limpiador de inodoros,16.99,20.98,0.1,18.88,7,132.16,13.230000000000004
2019-08-18,2019-08-24,Entrega estándar,Alice Ribeiro,B2B,Belo Horizonte,Minas Gerais,Sureste,Productos de Limpieza,Bolsas de basura,14.54,19.59,0.1,17.63,3,52.89,9.270000000000003
2021-07-18,2021-07-22,Entrega estándar,Isabelly Teixeira,B2B,Queimados,Rio de Janeiro,Sureste,Productos de Limpieza,Ambientador en spray,237.78,276.49,0.0,276.49,2,552.98,77.42000000000002
2021-07-18,2021-07-22,Entrega estándar,Isabelly Teixeira,B2B,Queimados,Rio de Janeiro,Sureste,Electrónicos,Cámaras digitales,517.6,676.6,0.0,676.6,3,2029.8000000000002,477.0
